,Product Name in flipkart,Retail Price (FK),Discounted Price (FK),Product name in Amazon,Retail Price (AMZ),Discounted Price (AMZ)
11863,"vaishali bindi and bangles brass, copper bangle set",999.0,399.0,"vaishali bindi and bangles brass, copper bangle set",890,338
11864,shining diva alloy bangle set,1495.0,299.0,shining diva alloy bangle set,1984,490
11865,tokyo talkies women's solid casual shirt,799.0,399.0,tokyo talkies women's solid casual shirt,746,469
11866,meira women's checkered party reversible shirt,999.0,499.0,meira women's checkered party reversible shirt,997,645
11867,classique designer jewellery alloy crystal rhodium bangle set,1499.0,299.0,classique designer jewellery alloy crystal rhodium bangle set,1487,351
11868,identiti women's printed casual shirt,899.0,449.0,identiti women's printed casual shirt,883,506
11869,the pari alloy bangle set,2450.0,490.0,the pari alloy bangle set,2442,637
11870,mustard women's solid casual shirt,799.0,479.0,mustard women's solid casual shirt,785,601
11871,folklore women's printed festive shirt,849.0,424.0,folklore women's printed festive shirt,796,510
11872,jazzy ben women's printed casual shirt,995.0,465.0,jazzy ben women's printed casual shirt,988,527
11873,urthn alloy brass bangle set,995.0,345.0,urthn alloy brass bangle set,976,402
11874,nexq women's solid casual shirt,1745.0,499.0,nexq women's solid casual shirt,1737,603
11875,variation alloy yellow gold 22 bangle set,1049.0,399.0,variation alloy yellow gold 22 bangle set,1030,508
11876,beingwomen alloy bangle set,850.0,168.0,beingwomen alloy bangle set,833,200
11877,sukkhi copper yellow gold bangle set,1825.0,479.0,sukkhi copper yellow gold bangle set,1614,554
11878,shivam plastic chudas,600.0,600.0,shivam plastic chudas,599,690
11879,ethnic jewels alloy yellow gold bangle set,2089.0,417.0,ethnic jewels alloy yellow gold bangle set,-18,0
11880,teemoods women's solid casual shirt,999.0,499.0,teemoods women's solid casual shirt,979,624
11881,shining diva alloy bangle set,1995.0,399.0,shining diva alloy bangle set,1984,490
11882,sir n maam casual printed women's kurti,1175.0,545.0,sir n maam casual printed women's kurti,1716,829
11883,sir n maam casual printed women's kurti,1725.0,695.0,sir n maam casual printed women's kurti,1716,829
11884,sukkhi copper yellow gold bangle set,1491.0,399.0,sukkhi copper yellow gold bangle set,1614,554
11885,aussehen women's solid casual shirt,599.0,399.0,aussehen women's solid casual shirt,691,616
11886,voylla alloy cubic zirconia yellow gold bangle set,1239.0,483.0,voylla alloy cubic zirconia yellow gold bangle set,1232,607
11887,bombay high women's floral print casual shirt,999.0,499.0,bombay high women's floral print casual shirt,982,598
11888,people women's solid casual shirt,599.0,419.0,people women's solid casual shirt,995,631
11889,"sukkhi alloy yellow gold, rhodium bangle set",1630.0,449.0,"sukkhi alloy yellow gold, rhodium bangle set",1615,553
11890,ishin women's solid casual shirt,899.0,449.0,ishin women's solid casual shirt,896,583
11891,karishma women's solid formal shirt,999.0,299.0,karishma women's solid formal shirt,997,343
11892,sukkhi zinc rhodium bangle,1825.0,479.0,sukkhi zinc rhodium bangle,1570,477
11893,ahhaaaa women's embroidered casual shirt,1199.0,439.0,ahhaaaa women's embroidered casual shirt,1186,501
11894,people women's solid casual shirt,599.0,300.0,people women's solid casual shirt,995,631
11895,viva fashions alloy cubic zirconia rhodium bangle set,950.0,950.0,viva fashions alloy cubic zirconia rhodium bangle set,837,1059
11896,orange plum women's solid casual shirt,1299.0,449.0,orange plum women's solid casual shirt,1292,557
11897,alibi by inmark women's solid casual shirt,799.0,316.0,alibi by inmark women's solid casual shirt,789,405
11898,jazzup girl's a-line dress,2399.0,949.0,jazzup girl's a-line dress,2398,1133
11899,galsgallery women's floral print casual shirt,649.0,399.0,galsgallery women's floral print casual shirt,638,482
11900,janki jewellers alloy pearl rhodium bangle set,2999.0,499.0,janki jewellers alloy pearl rhodium bangle set,2995,639
11901,miss rich women's solid casual shirt,799.0,399.0,miss rich women's solid casual shirt,793,452
11902,prisha collections alloy yellow gold bangle set,2100.0,420.0,prisha collections alloy yellow gold bangle set,2092,482
11903,hermosear women's solid casual shirt,1099.0,499.0,hermosear women's solid casual shirt,1094,646
11904,vismay creation metal bangle,705.0,245.0,vismay creation metal bangle,702,296
11905,goodwill impex women's solid casual shirt,800.0,399.0,goodwill impex women's solid casual shirt,997,470
11906,etti women's solid casual shirt,999.0,450.0,etti women's solid casual shirt,993,556
11907,karishma women's printed casual shirt,1499.0,349.0,karishma women's printed casual shirt,1479,472
11908,kasturi women's solid casual denim shirt,1699.0,499.0,kasturi women's solid casual denim shirt,1681,570
11909,"vaishali bindi and bangles brass, copper bangle set",649.0,249.0,"vaishali bindi and bangles brass, copper bangle set",890,338
11910,kuhuk plastic bangle set,2000.0,350.0,kuhuk plastic bangle set,889,390
11911,kytes women's printed casual shirt,1595.0,450.0,kytes women's printed casual shirt,1591,540
11912,tokyo talkies women's checkered casual shirt,749.0,374.0,tokyo talkies women's checkered casual shirt,732,418
11913,miss rich women's solid casual shirt,799.0,399.0,miss rich women's solid casual shirt,793,452
11914,my addiction women's solid casual shirt,899.0,449.0,my addiction women's solid casual shirt,696,447
11915,victorian clothing women's printed casual shirt,799.0,399.0,victorian clothing women's printed casual shirt,779,466
11916,candies by pantaloons casual short sleeve printed women's top,899.0,494.0,candies by pantaloons casual short sleeve printed women's top,879,582
11917,aussehen women's solid casual shirt,1200.0,499.0,aussehen women's solid casual shirt,691,616
11918,shopping rajasthan casual printed women's kurti,2299.0,1434.0,shopping rajasthan casual printed women's kurti,2292,1694
11919,kiosha women's solid casual shirt,1399.0,297.0,kiosha women's solid casual shirt,1286,345
11920,classique designer jewellery alloy pearl rhodium bangle set,2999.0,499.0,classique designer jewellery alloy pearl rhodium bangle set,2982,567
11921,people women's printed casual shirt,599.0,300.0,people women's printed casual shirt,582,362
11922,dapinc plastic bangle set,1000.0,300.0,dapinc plastic bangle set,992,362
11923,vedika jewellery alloy bangle set,1299.0,399.0,vedika jewellery alloy bangle set,1281,515
11924,femella women's printed casual shirt,850.0,425.0,femella women's printed casual shirt,833,529
11925,antilia femme women's solid casual reversible shirt,899.0,499.0,antilia femme women's solid casual reversible shirt,1089,546
11926,we desi women's solid casual reversible shirt,999.0,499.0,we desi women's solid casual reversible shirt,988,642
11927,fusion women's solid casual shirt,1250.0,499.0,fusion women's solid casual shirt,1241,617
11928,viva fashions alloy cubic zirconia rhodium bangle set,850.0,850.0,viva fashions alloy cubic zirconia rhodium bangle set,837,1059
11929,karishma women's solid casual shirt,999.0,399.0,karishma women's solid casual shirt,997,496
11930,my addiction women's self design casual shirt,899.0,449.0,my addiction women's self design casual shirt,890,496
11931,being fab women's solid casual shirt,1099.0,324.0,being fab women's solid casual shirt,1088,370
11932,thegudlook women's animal print casual shirt,799.0,449.0,thegudlook women's animal print casual shirt,781,545
11933,lee cooper women's printed casual shirt,999.0,449.0,lee cooper women's printed casual shirt,980,497
11934,jazzy ben women's checkered casual shirt,1095.0,495.0,jazzy ben women's checkered casual shirt,1086,577
11935,jazzy ben women's printed casual shirt,995.0,465.0,jazzy ben women's printed casual shirt,988,527
11936,miss rich women's solid casual shirt,699.0,349.0,miss rich women's solid casual shirt,793,452
11937,kuhuk plastic bangle set,2000.0,495.0,kuhuk plastic bangle set,889,390
11938,teemoods women's solid casual shirt,999.0,499.0,teemoods women's solid casual shirt,979,624
11939,sukkhi copper yellow gold bangle set,1491.0,399.0,sukkhi copper yellow gold bangle set,1614,554
11940,hyipe women's floral print casual shirt,699.0,318.0,hyipe women's floral print casual shirt,689,364
11941,ebry women's printed casual shirt,699.0,399.0,ebry women's printed casual shirt,681,460
11942,kasturi women's checkered casual shirt,1699.0,499.0,kasturi women's checkered casual shirt,1688,627
11943,ethnikali party woven women's kurti,1995.0,1397.0,ethnikali party woven women's kurti,1976,1589
11944,rung casual printed women's kurti,1149.0,539.0,rung casual printed women's kurti,1148,596
11945,paul chains alloy yellow gold bangle set,1800.0,450.0,paul chains alloy yellow gold bangle set,1794,514
11946,lynda women's solid casual shirt,999.0,499.0,lynda women's solid casual shirt,982,596
11947,kuhuk plastic bangle set,1600.0,450.0,kuhuk plastic bangle set,889,390
11948,sarah metal bangle,575.0,575.0,sarah metal bangle,573,647
11949,lee cooper women's checkered casual shirt,899.0,404.0,lee cooper women's checkered casual shirt,880,500
11950,nineteen women's solid casual shirt,749.0,449.0,nineteen women's solid casual shirt,742,532
11951,galsgallery women's floral print casual shirt,649.0,399.0,galsgallery women's floral print casual shirt,638,482
11952,dressberry women's solid casual shirt,799.0,399.0,dressberry women's solid casual shirt,783,498
11953,"femninora women's solid casual, formal shirt",799.0,404.0,"femninora women's solid casual, formal shirt",788,482
11954,tokyo talkies women's printed casual shirt,799.0,399.0,tokyo talkies women's printed casual shirt,748,460
11955,adhira alloy yellow gold bangle set,1185.0,299.0,adhira alloy yellow gold bangle set,1593,359
11956,bombay high women's printed formal shirt,799.0,399.0,bombay high women's printed formal shirt,1086,598
11957,life by shoppers stop women's solid casual shirt,699.0,419.0,life by shoppers stop women's solid casual shirt,688,487
11958,fbbic women's printed casual shirt,1099.0,499.0,fbbic women's printed casual shirt,1083,601
11959,vedika jewellery alloy bangle set,1299.0,375.0,vedika jewellery alloy bangle set,1281,515
11960,jazzy ben women's checkered casual shirt,1095.0,495.0,jazzy ben women's checkered casual shirt,1086,577
11961,india inc women's solid casual shirt,,,india inc women's solid casual shirt,-11,0
11962,india inc women's solid casual shirt,,,india inc women's solid casual shirt,-11,0
11963,nirosha alloy bangle set,299.0,79.0,nirosha alloy bangle set,298,91
11964,meee women's solid casual shirt,795.0,397.0,meee women's solid casual shirt,694,404
11965,miss rich women's solid casual shirt,699.0,349.0,miss rich women's solid casual shirt,793,452
11966,eves pret a porter women's solid casual shirt,1500.0,399.0,eves pret a porter women's solid casual shirt,1484,486
11967,x gold india brass bangle,800.0,300.0,x gold india brass bangle,783,388
11968,shining diva alloy bangle set,1245.0,249.0,shining diva alloy bangle set,1984,490
11969,tokyo talkies women's solid casual shirt,749.0,374.0,tokyo talkies women's solid casual shirt,746,469
11970,tokyo talkies women's solid casual shirt,749.0,374.0,tokyo talkies women's solid casual shirt,746,469
11971,sukkhi zinc rhodium bangle set,1297.0,359.0,sukkhi zinc rhodium bangle set,1282,417
11972,my addiction women's printed casual shirt,599.0,299.0,my addiction women's printed casual shirt,892,511
11973,luxor alloy yellow gold bangle set,1321.0,375.0,luxor alloy yellow gold bangle set,686,165
11974,identiti women's solid casual shirt,999.0,499.0,identiti women's solid casual shirt,992,567
11975,nexq women's solid casual shirt,1745.0,499.0,nexq women's solid casual shirt,1737,603
11976,moonleaf geometric cushions cover,350.0,199.0,moonleaf geometric cushions cover,332,246
11977,tradeyard impex alloy bangle set,999.0,333.0,tradeyard impex alloy bangle set,984,412
11978,trend arrest women's striped casual shirt,699.0,349.0,trend arrest women's striped casual shirt,682,390
11979,nj metal yellow gold bangle set,999.0,199.0,nj metal yellow gold bangle set,979,245
11980,luxor alloy yellow gold bangle set,1026.0,290.0,luxor alloy yellow gold bangle set,686,165
11981,india inc women's polka print casual shirt,,,india inc women's polka print casual shirt,-6,0
11982,goodwill impex women's solid casual shirt,800.0,399.0,goodwill impex women's solid casual shirt,997,470
11983,madhyam art brass brass bangle set,1655.0,398.0,madhyam art brass brass bangle set,1703,517
11984,kasturi women's checkered casual shirt,1699.0,499.0,kasturi women's checkered casual shirt,1688,627
11985,paul chains alloy 9k yellow gold bangle set,1200.0,299.0,paul chains alloy 9k yellow gold bangle set,1192,359
11986,mrigya alloy bangle,1378.0,399.0,mrigya alloy bangle,1367,441
11987,meee women's floral print casual shirt,895.0,447.0,meee women's floral print casual shirt,785,506
11988,c m clothing women's printed casual shirt,899.0,299.0,c m clothing women's printed casual shirt,744,352
11989,akyra women's printed casual shirt,599.0,299.0,akyra women's printed casual shirt,587,367
11990,jazzy ben women's printed casual shirt,995.0,425.0,jazzy ben women's printed casual shirt,988,527
11991,bombay high women's checkered casual shirt,1199.0,449.0,bombay high women's checkered casual shirt,1195,579
11992,kiosha women's printed casual shirt,1399.0,297.0,kiosha women's printed casual shirt,1081,358
11993,viva fashions alloy cubic zirconia rhodium bangle set,750.0,750.0,viva fashions alloy cubic zirconia rhodium bangle set,837,1059
11994,bedazzle women's checkered casual shirt,1200.0,399.0,bedazzle women's checkered casual shirt,998,571
11995,jazzy ben women's printed casual shirt,995.0,465.0,jazzy ben women's printed casual shirt,988,527
11996,orange plum women's printed casual shirt,1499.0,299.0,orange plum women's printed casual shirt,1488,566
11997,orange plum women's printed casual shirt,1499.0,499.0,orange plum women's printed casual shirt,1488,566
11998,liba women's printed casual shirt,699.0,399.0,liba women's printed casual shirt,691,496
11999,cottinfab women's checkered casual shirt,899.0,299.0,cottinfab women's checkered casual shirt,895,352
12000,bedazzle women's animal print casual shirt,1200.0,499.0,bedazzle women's animal print casual shirt,1182,494
12001,miss rich women's solid casual shirt,799.0,399.0,miss rich women's solid casual shirt,793,452
12002,beingwomen alloy bangle set,850.0,168.0,beingwomen alloy bangle set,833,200
12003,ethnic jewels alloy yellow gold bangle set,2089.0,417.0,ethnic jewels alloy yellow gold bangle set,-18,0
12004,kuhuk plastic bangle set,1600.0,330.0,kuhuk plastic bangle set,889,390
12005,folklore women's printed festive shirt,799.0,399.0,folklore women's printed festive shirt,796,510
12006,silly people women's solid casual shirt,899.0,449.0,silly people women's solid casual shirt,894,573
